cord_uid,title,abstract,publish_time,authors,journal,source_x,pdf_json_files,pmc_json_files
CORD-000107,COVID-19 Research Paper 108: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 108. We analyzed data from multiple sources and found significant correlations.,2020-04-27 06:46:29.189189190,"Author8, A.; Researcher3, B.",Lancet,PMC,pdf_107.json,
CORD-000108,COVID-19 Research Paper 109: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 109. We analyzed data from multiple sources and found significant correlations.,2020-04-28 09:04:51.891891892,"Author9, A.; Researcher4, B.",Nature,PMC,pdf_108.json,pmc_108.json
CORD-000109,COVID-19 Research Paper 110: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 110. We analyzed data from multiple sources and found significant correlations.,2020-04-29 11:23:14.594594594,"Author10, A.; Researcher5, B.",Lancet,PubMed,pdf_109.json,
CORD-000110,COVID-19 Research Paper 111: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 111. We analyzed data from multiple sources and found significant correlations.,2020-04-30 13:41:37.297297298,"Author1, A.; Researcher1, B.",Lancet,bioRxiv,pdf_110.json,
CORD-000111,COVID-19 Research Paper 112: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 112. We analyzed data from multiple sources and found significant correlations.,2020-05-01 16:00:00.000000000,"Author2, A.; Researcher2, B.",Nature,arXiv,pdf_111.json,pmc_111.json
CORD-000112,COVID-19 Research Paper 113: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 113. We analyzed data from multiple sources and found significant correlations.,2020-05-02 18:18:22.702702702,"Author3, A.; Researcher3, B.",Lancet,PubMed,pdf_112.json,
CORD-000113,COVID-19 Research Paper 114: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 114. We analyzed data from multiple sources and found significant correlations.,2020-05-03 20:36:45.405405406,"Author4, A.; Researcher4, B.",BMJ,PMC,pdf_113.json,
CORD-000114,COVID-19 Research Paper 115: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 115. We analyzed data from multiple sources and found significant correlations.,2020-05-04 22:55:08.108108108,"Author5, A.; Researcher5, B.",Science,bioRxiv,pdf_114.json,pmc_114.json
CORD-000115,COVID-19 Research Paper 116: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 116. We analyzed data from multiple sources and found significant correlations.,2020-05-06 01:13:30.810810810,"Author6, A.; Researcher1, B.",Science,arXiv,pdf_115.json,
CORD-000116,COVID-19 Research Paper 117: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 117. We analyzed data from multiple sources and found significant correlations.,2020-05-07 03:31:53.513513514,"Author7, A.; Researcher2, B.",Nature,arXiv,pdf_116.json,
CORD-000117,COVID-19 Research Paper 118: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 118. We analyzed data from multiple sources and found significant correlations.,2020-05-08 05:50:16.216216216,"Author8, A.; Researcher3, B.",NEJM,PubMed,pdf_117.json,pmc_117.json
CORD-000118,COVID-19 Research Paper 119: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 119. We analyzed data from multiple sources and found significant correlations.,2020-05-09 08:08:38.918918918,"Author9, A.; Researcher4, B.",Nature,bioRxiv,pdf_118.json,
CORD-000119,COVID-19 Research Paper 120: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 120. We analyzed data from multiple sources and found significant correlations.,2020-05-10 10:27:01.621621622,"Author10, A.; Researcher5, B.",NEJM,bioRxiv,pdf_119.json,
CORD-000120,COVID-19 Research Paper 121: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 121. We analyzed data from multiple sources and found significant correlations.,2020-05-11 12:45:24.324324324,,Science,PMC,pdf_120.json,pmc_120.json
CORD-000121,COVID-19 Research Paper 122: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 122. We analyzed data from multiple sources and found significant correlations.,2020-05-12 15:03:47.027027028,"Author2, A.; Researcher2, B.",Nature,bioRxiv,pdf_121.json,
CORD-000122,COVID-19 Research Paper 123: A Study on Transmission Patterns,,2020-05-13 17:22:09.729729730,"Author3, A.; Researcher3, B.",JAMA,bioRxiv,pdf_122.json,
CORD-000123,COVID-19 Research Paper 124: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 124. We analyzed data from multiple sources and found significant correlations.,2020-05-14 19:40:32.432432432,"Author4, A.; Researcher4, B.",BMJ,PubMed,pdf_123.json,pmc_123.json
CORD-000124,COVID-19 Research Paper 125: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 125. We analyzed data from multiple sources and found significant correlations.,2020-05-15 21:58:55.135135136,"Author5, A.; Researcher5, B.",Lancet,bioRxiv,pdf_124.json,
CORD-000125,COVID-19 Research Paper 126: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 126. We analyzed data from multiple sources and found significant correlations.,2020-05-17 00:17:17.837837838,"Author6, A.; Researcher1, B.",NEJM,arXiv,pdf_125.json,
CORD-000126,COVID-19 Research Paper 127: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 127. We analyzed data from multiple sources and found significant correlations.,2020-05-18 02:35:40.540540540,"Author7, A.; Researcher2, B.",JAMA,PubMed,pdf_126.json,pmc_126.json
CORD-000127,COVID-19 Research Paper 128: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 128. We analyzed data from multiple sources and found significant correlations.,2020-05-19 04:54:03.243243244,,Lancet,PubMed,pdf_127.json,
CORD-000128,COVID-19 Research Paper 129: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 129. We analyzed data from multiple sources and found significant correlations.,2020-05-20 07:12:25.945945946,"Author9, A.; Researcher4, B.",Lancet,PMC,pdf_128.json,
CORD-000129,COVID-19 Research Paper 130: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 130. We analyzed data from multiple sources and found significant correlations.,2020-05-21 09:30:48.648648648,,Nature,bioRxiv,pdf_129.json,pmc_129.json
CORD-000130,COVID-19 Research Paper 131: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 131. We analyzed data from multiple sources and found significant correlations.,2020-05-22 11:49:11.351351352,"Author1, A.; Researcher1, B.",Lancet,PMC,pdf_130.json,
CORD-000131,COVID-19 Research Paper 132: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 132. We analyzed data from multiple sources and found significant correlations.,2020-05-23 14:07:34.054054054,"Author2, A.; Researcher2, B.",BMJ,arXiv,pdf_131.json,
CORD-000132,COVID-19 Research Paper 133: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 133. We analyzed data from multiple sources and found significant correlations.,2020-05-24 16:25:56.756756756,"Author3, A.; Researcher3, B.",JAMA,PubMed,pdf_132.json,pmc_132.json
CORD-000133,COVID-19 Research Paper 134: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 134. We analyzed data from multiple sources and found significant correlations.,2020-05-25 18:44:19.459459460,"Author4, A.; Researcher4, B.",Lancet,PubMed,pdf_133.json,
CORD-000134,COVID-19 Research Paper 135: A Study on Transmission Patterns,,2020-05-26 21:02:42.162162162,"Author5, A.; Researcher5, B.",Nature,PubMed,pdf_134.json,
CORD-000135,COVID-19 Research Paper 136: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 136. We analyzed data from multiple sources and found significant correlations.,2020-05-27 23:21:04.864864864,"Author6, A.; Researcher1, B.",BMJ,arXiv,pdf_135.json,pmc_135.json
CORD-000136,COVID-19 Research Paper 137: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 137. We analyzed data from multiple sources and found significant correlations.,2020-05-29 01:39:27.567567568,"Author7, A.; Researcher2, B.",Science,arXiv,pdf_136.json,
CORD-000137,COVID-19 Research Paper 138: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 138. We analyzed data from multiple sources and found significant correlations.,2020-05-30 03:57:50.270270270,"Author8, A.; Researcher3, B.",JAMA,PMC,pdf_137.json,
CORD-000138,COVID-19 Research Paper 139: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 139. We analyzed data from multiple sources and found significant correlations.,2020-05-31 06:16:12.972972974,"Author9, A.; Researcher4, B.",Lancet,PMC,pdf_138.json,pmc_138.json
CORD-000139,COVID-19 Research Paper 140: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 140. We analyzed data from multiple sources and found significant correlations.,2020-06-01 08:34:35.675675676,"Author10, A.; Researcher5, B.",Nature,PMC,pdf_139.json,
CORD-000140,COVID-19 Research Paper 141: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 141. We analyzed data from multiple sources and found significant correlations.,2020-06-02 10:52:58.378378378,"Author1, A.; Researcher1, B.",Science,bioRxiv,pdf_140.json,
CORD-000141,COVID-19 Research Paper 142: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 142. We analyzed data from multiple sources and found significant correlations.,2020-06-03 13:11:21.081081082,"Author2, A.; Researcher2, B.",Science,PubMed,pdf_141.json,pmc_141.json
CORD-000142,COVID-19 Research Paper 143: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 143. We analyzed data from multiple sources and found significant correlations.,2020-06-04 15:29:43.783783784,"Author3, A.; Researcher3, B.",NEJM,PubMed,pdf_142.json,
CORD-000143,COVID-19 Research Paper 144: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 144. We analyzed data from multiple sources and found significant correlations.,2020-06-05 17:48:06.486486486,"Author4, A.; Researcher4, B.",BMJ,PMC,pdf_143.json,
CORD-000144,COVID-19 Research Paper 145: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 145. We analyzed data from multiple sources and found significant correlations.,2020-06-06 20:06:29.189189190,"Author5, A.; Researcher5, B.",Lancet,PubMed,pdf_144.json,pmc_144.json
CORD-000145,COVID-19 Research Paper 146: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 146. We analyzed data from multiple sources and found significant correlations.,2020-06-07 22:24:51.891891892,"Author6, A.; Researcher1, B.",Nature,PMC,pdf_145.json,
CORD-000146,COVID-19 Research Paper 147: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 147. We analyzed data from multiple sources and found significant correlations.,2020-06-09 00:43:14.594594594,"Author7, A.; Researcher2, B.",NEJM,bioRxiv,pdf_146.json,
CORD-000147,COVID-19 Research Paper 148: A Study on Transmission Patterns,,2020-06-10 03:01:37.297297298,"Author8, A.; Researcher3, B.",BMJ,bioRxiv,pdf_147.json,pmc_147.json
CORD-000148,COVID-19 Research Paper 149: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 149. We analyzed data from multiple sources and found significant correlations.,2020-06-11 05:20:00.000000000,"Author9, A.; Researcher4, B.",NEJM,arXiv,pdf_148.json,
CORD-000149,COVID-19 Research Paper 150: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 150. We analyzed data from multiple sources and found significant correlations.,2020-06-12 07:38:22.702702702,,JAMA,bioRxiv,pdf_149.json,
CORD-000150,COVID-19 Research Paper 151: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 151. We analyzed data from multiple sources and found significant correlations.,2020-06-13 09:56:45.405405406,"Author1, A.; Researcher1, B.",BMJ,PMC,pdf_150.json,pmc_150.json
CORD-000151,COVID-19 Research Paper 152: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 152. We analyzed data from multiple sources and found significant correlations.,2020-06-14 12:15:08.108108108,"Author2, A.; Researcher2, B.",BMJ,bioRxiv,pdf_151.json,
